modelo_id,variables,interacciones,n_variables,n_interacciones,n_terminos
18478,mage + visits + gained + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + marital_bin × mature_bin,6,2,8
18479,mage + visits + gained + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + whitemom_bin × mature_bin,6,2,8
18480,mage + visits + gained + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + marital_bin × mature_bin,6,2,8
18481,mage + visits + gained + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + whitemom_bin × mature_bin,6,2,8
18482,mage + visits + gained + marital_bin + whitemom_bin + mature_bin,marital_bin × mature_bin + whitemom_bin × mature_bin,6,2,8
18483,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,,6,0,6
18484,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits,6,1,7
18485,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin,6,1,7
18486,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin,6,1,7
18487,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin,6,1,7
18488,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin,6,1,7
18489,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin,6,1,7
18490,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin,6,1,7
18491,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin,6,1,7
18492,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin,6,1,7
18493,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin,6,1,7
18494,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin,6,1,7
18495,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin,6,1,7
18496,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin,6,1,7
18497,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,habit_bin × whitemom_bin,6,1,7
18498,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,6,1,7
18499,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + mage × sex_bin,6,2,8
18500,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + mage × habit_bin,6,2,8
18501,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + mage × marital_bin,6,2,8
18502,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + mage × whitemom_bin,6,2,8
18503,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + visits × sex_bin,6,2,8
18504,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + visits × habit_bin,6,2,8
18505,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + visits × marital_bin,6,2,8
18506,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + visits × whitemom_bin,6,2,8
18507,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + sex_bin × habit_bin,6,2,8
18508,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + sex_bin × marital_bin,6,2,8
18509,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + sex_bin × whitemom_bin,6,2,8
18510,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + habit_bin × marital_bin,6,2,8
18511,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + habit_bin × whitemom_bin,6,2,8
18512,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + marital_bin × whitemom_bin,6,2,8
18513,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + mage × habit_bin,6,2,8
18514,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + mage × marital_bin,6,2,8
18515,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + mage × whitemom_bin,6,2,8
18516,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + visits × sex_bin,6,2,8
18517,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + visits × habit_bin,6,2,8
18518,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + visits × marital_bin,6,2,8
18519,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + visits × whitemom_bin,6,2,8
18520,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + sex_bin × habit_bin,6,2,8
18521,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + sex_bin × marital_bin,6,2,8
18522,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + sex_bin × whitemom_bin,6,2,8
18523,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + habit_bin × marital_bin,6,2,8
18524,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + habit_bin × whitemom_bin,6,2,8
18525,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × sex_bin + marital_bin × whitemom_bin,6,2,8
18526,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + mage × marital_bin,6,2,8
18527,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + mage × whitemom_bin,6,2,8
18528,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + visits × sex_bin,6,2,8
18529,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + visits × habit_bin,6,2,8
18530,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + visits × marital_bin,6,2,8
18531,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + visits × whitemom_bin,6,2,8
18532,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + sex_bin × habit_bin,6,2,8
18533,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + sex_bin × marital_bin,6,2,8
18534,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + sex_bin × whitemom_bin,6,2,8
18535,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + habit_bin × marital_bin,6,2,8
18536,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + habit_bin × whitemom_bin,6,2,8
18537,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + marital_bin × whitemom_bin,6,2,8
18538,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + mage × whitemom_bin,6,2,8
18539,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + visits × sex_bin,6,2,8
18540,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + visits × habit_bin,6,2,8
18541,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + visits × marital_bin,6,2,8
18542,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + visits × whitemom_bin,6,2,8
18543,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + sex_bin × habit_bin,6,2,8
18544,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + sex_bin × marital_bin,6,2,8
18545,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + sex_bin × whitemom_bin,6,2,8
18546,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + habit_bin × marital_bin,6,2,8
18547,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + habit_bin × whitemom_bin,6,2,8
18548,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + marital_bin × whitemom_bin,6,2,8
18549,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + visits × sex_bin,6,2,8
18550,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + visits × habit_bin,6,2,8
18551,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + visits × marital_bin,6,2,8
18552,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + visits × whitemom_bin,6,2,8
18553,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + sex_bin × habit_bin,6,2,8
18554,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + sex_bin × marital_bin,6,2,8
18555,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + sex_bin × whitemom_bin,6,2,8
18556,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + habit_bin × marital_bin,6,2,8
18557,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + habit_bin × whitemom_bin,6,2,8
18558,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + marital_bin × whitemom_bin,6,2,8
18559,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + visits × habit_bin,6,2,8
18560,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + visits × marital_bin,6,2,8
18561,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + visits × whitemom_bin,6,2,8
18562,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + sex_bin × habit_bin,6,2,8
18563,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + sex_bin × marital_bin,6,2,8
18564,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + sex_bin × whitemom_bin,6,2,8
18565,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + habit_bin × marital_bin,6,2,8
18566,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + habit_bin × whitemom_bin,6,2,8
18567,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × sex_bin + marital_bin × whitemom_bin,6,2,8
18568,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + visits × marital_bin,6,2,8
18569,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + visits × whitemom_bin,6,2,8
18570,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + sex_bin × habit_bin,6,2,8
18571,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + sex_bin × marital_bin,6,2,8
18572,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + sex_bin × whitemom_bin,6,2,8
18573,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + habit_bin × marital_bin,6,2,8
18574,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + habit_bin × whitemom_bin,6,2,8
18575,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × habit_bin + marital_bin × whitemom_bin,6,2,8
18576,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + visits × whitemom_bin,6,2,8
18577,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + sex_bin × habit_bin,6,2,8
18578,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + sex_bin × marital_bin,6,2,8
18579,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + sex_bin × whitemom_bin,6,2,8
18580,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + habit_bin × marital_bin,6,2,8
18581,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + habit_bin × whitemom_bin,6,2,8
18582,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × marital_bin + marital_bin × whitemom_bin,6,2,8
18583,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin + sex_bin × habit_bin,6,2,8
18584,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin + sex_bin × marital_bin,6,2,8
18585,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin + sex_bin × whitemom_bin,6,2,8
18586,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin + habit_bin × marital_bin,6,2,8
18587,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin + habit_bin × whitemom_bin,6,2,8
18588,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,visits × whitemom_bin + marital_bin × whitemom_bin,6,2,8
18589,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin + sex_bin × marital_bin,6,2,8
18590,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin + sex_bin × whitemom_bin,6,2,8
18591,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin + habit_bin × marital_bin,6,2,8
18592,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin + habit_bin × whitemom_bin,6,2,8
18593,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin + marital_bin × whitemom_bin,6,2,8
18594,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + sex_bin × whitemom_bin,6,2,8
18595,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + habit_bin × marital_bin,6,2,8
18596,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + habit_bin × whitemom_bin,6,2,8
18597,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,6,2,8
18598,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin + habit_bin × marital_bin,6,2,8
18599,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin + habit_bin × whitemom_bin,6,2,8
18600,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin + marital_bin × whitemom_bin,6,2,8
18601,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin + habit_bin × whitemom_bin,6,2,8
18602,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin + marital_bin × whitemom_bin,6,2,8
18603,mage + visits + sex_bin + habit_bin + marital_bin + whitemom_bin,habit_bin × whitemom_bin + marital_bin × whitemom_bin,6,2,8
18604,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,,6,0,6
18605,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits,6,1,7
18606,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin,6,1,7
18607,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin,6,1,7
18608,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin,6,1,7
18609,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin,6,1,7
18610,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin,6,1,7
18611,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin,6,1,7
18612,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin,6,1,7
18613,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin,6,1,7
18614,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × habit_bin,6,1,7
18615,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × marital_bin,6,1,7
18616,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × mature_bin,6,1,7
18617,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,habit_bin × marital_bin,6,1,7
18618,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,habit_bin × mature_bin,6,1,7
18619,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,marital_bin × mature_bin,6,1,7
18620,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + mage × sex_bin,6,2,8
18621,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + mage × habit_bin,6,2,8
18622,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + mage × marital_bin,6,2,8
18623,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + mage × mature_bin,6,2,8
18624,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + visits × sex_bin,6,2,8
18625,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + visits × habit_bin,6,2,8
18626,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + visits × marital_bin,6,2,8
18627,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + visits × mature_bin,6,2,8
18628,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + sex_bin × habit_bin,6,2,8
18629,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + sex_bin × marital_bin,6,2,8
18630,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + sex_bin × mature_bin,6,2,8
18631,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + habit_bin × marital_bin,6,2,8
18632,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + habit_bin × mature_bin,6,2,8
18633,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × visits + marital_bin × mature_bin,6,2,8
18634,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + mage × habit_bin,6,2,8
18635,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + mage × marital_bin,6,2,8
18636,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + mage × mature_bin,6,2,8
18637,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + visits × sex_bin,6,2,8
18638,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + visits × habit_bin,6,2,8
18639,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + visits × marital_bin,6,2,8
18640,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + visits × mature_bin,6,2,8
18641,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + sex_bin × habit_bin,6,2,8
18642,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + sex_bin × marital_bin,6,2,8
18643,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + sex_bin × mature_bin,6,2,8
18644,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + habit_bin × marital_bin,6,2,8
18645,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + habit_bin × mature_bin,6,2,8
18646,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × sex_bin + marital_bin × mature_bin,6,2,8
18647,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + mage × marital_bin,6,2,8
18648,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + mage × mature_bin,6,2,8
18649,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + visits × sex_bin,6,2,8
18650,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + visits × habit_bin,6,2,8
18651,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + visits × marital_bin,6,2,8
18652,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + visits × mature_bin,6,2,8
18653,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + sex_bin × habit_bin,6,2,8
18654,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + sex_bin × marital_bin,6,2,8
18655,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + sex_bin × mature_bin,6,2,8
18656,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + habit_bin × marital_bin,6,2,8
18657,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + habit_bin × mature_bin,6,2,8
18658,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × habit_bin + marital_bin × mature_bin,6,2,8
18659,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + mage × mature_bin,6,2,8
18660,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + visits × sex_bin,6,2,8
18661,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + visits × habit_bin,6,2,8
18662,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + visits × marital_bin,6,2,8
18663,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + visits × mature_bin,6,2,8
18664,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + sex_bin × habit_bin,6,2,8
18665,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + sex_bin × marital_bin,6,2,8
18666,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + sex_bin × mature_bin,6,2,8
18667,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + habit_bin × marital_bin,6,2,8
18668,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + habit_bin × mature_bin,6,2,8
18669,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × marital_bin + marital_bin × mature_bin,6,2,8
18670,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + visits × sex_bin,6,2,8
18671,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + visits × habit_bin,6,2,8
18672,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + visits × marital_bin,6,2,8
18673,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + visits × mature_bin,6,2,8
18674,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + sex_bin × habit_bin,6,2,8
18675,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + sex_bin × marital_bin,6,2,8
18676,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + sex_bin × mature_bin,6,2,8
18677,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + habit_bin × marital_bin,6,2,8
18678,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + habit_bin × mature_bin,6,2,8
18679,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,mage × mature_bin + marital_bin × mature_bin,6,2,8
18680,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + visits × habit_bin,6,2,8
18681,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + visits × marital_bin,6,2,8
18682,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + visits × mature_bin,6,2,8
18683,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + sex_bin × habit_bin,6,2,8
18684,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + sex_bin × marital_bin,6,2,8
18685,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + sex_bin × mature_bin,6,2,8
18686,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + habit_bin × marital_bin,6,2,8
18687,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + habit_bin × mature_bin,6,2,8
18688,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × sex_bin + marital_bin × mature_bin,6,2,8
18689,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + visits × marital_bin,6,2,8
18690,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + visits × mature_bin,6,2,8
18691,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + sex_bin × habit_bin,6,2,8
18692,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + sex_bin × marital_bin,6,2,8
18693,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + sex_bin × mature_bin,6,2,8
18694,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + habit_bin × marital_bin,6,2,8
18695,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + habit_bin × mature_bin,6,2,8
18696,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × habit_bin + marital_bin × mature_bin,6,2,8
18697,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + visits × mature_bin,6,2,8
18698,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + sex_bin × habit_bin,6,2,8
18699,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + sex_bin × marital_bin,6,2,8
18700,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + sex_bin × mature_bin,6,2,8
18701,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + habit_bin × marital_bin,6,2,8
18702,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + habit_bin × mature_bin,6,2,8
18703,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × marital_bin + marital_bin × mature_bin,6,2,8
18704,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin + sex_bin × habit_bin,6,2,8
18705,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin + sex_bin × marital_bin,6,2,8
18706,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin + sex_bin × mature_bin,6,2,8
18707,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin + habit_bin × marital_bin,6,2,8
18708,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin + habit_bin × mature_bin,6,2,8
18709,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,visits × mature_bin + marital_bin × mature_bin,6,2,8
18710,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × habit_bin + sex_bin × marital_bin,6,2,8
18711,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × habit_bin + sex_bin × mature_bin,6,2,8
18712,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × habit_bin + habit_bin × marital_bin,6,2,8
18713,mage + visits + sex_bin + habit_bin + marital_bin + mature_bin,sex_bin × habit_bin + habit_bin × mature_bin,6,2,8
